example,split,start,end,duration_minutes,frames
KTLX-20230813T013358-024921-473,training,2023-08-13T01:33:58+00:00,2023-08-13T02:49:21+00:00,75.383,30
KTLX-20230826T195428-212148-474,training,2023-08-26T19:54:28+00:00,2023-08-26T21:21:48+00:00,87.333,30
KTLX-20230826T212401-221637-475,training,2023-08-26T21:24:01+00:00,2023-08-26T22:16:37+00:00,52.6,30
KTLX-20230826T230441-235454-476,training,2023-08-26T23:04:41+00:00,2023-08-26T23:54:54+00:00,50.217,30
KTLX-20230827T003622-012559-477,training,2023-08-27T00:36:22+00:00,2023-08-27T01:25:59+00:00,49.617,30
KTLX-20230827T013600-022658-478,training,2023-08-27T01:36:00+00:00,2023-08-27T02:26:58+00:00,50.967,30
KTLX-20230906T004437-013323-479,training,2023-09-06T00:44:37+00:00,2023-09-06T01:33:23+00:00,48.767,30
KTLX-20230906T030827-035345-480,training,2023-09-06T03:08:27+00:00,2023-09-06T03:53:45+00:00,45.3,30
KTLX-20230906T035600-050500-481,training,2023-09-06T03:56:00+00:00,2023-09-06T05:05:00+00:00,69.0,30
KTLX-20230906T072422-083537-482,training,2023-09-06T07:24:22+00:00,2023-09-06T08:35:37+00:00,71.25,30
KTLX-20230906T085957-100604-483,training,2023-09-06T08:59:57+00:00,2023-09-06T10:06:04+00:00,66.117,30
KTLX-20230920T021336-033243-484,training,2023-09-20T02:13:36+00:00,2023-09-20T03:32:43+00:00,79.117,30
KTLX-20230924T015327-024246-485,training,2023-09-24T01:53:27+00:00,2023-09-24T02:42:46+00:00,49.317,30
KTLX-20230924T034912-043816-486,training,2023-09-24T03:49:12+00:00,2023-09-24T04:38:16+00:00,49.067,30
KTLX-20230924T060027-064809-487,training,2023-09-24T06:00:27+00:00,2023-09-24T06:48:09+00:00,47.7,30
KTLX-20230924T072923-081445-488,training,2023-09-24T07:29:23+00:00,2023-09-24T08:14:45+00:00,45.367,30
KTLX-20230924T153015-164905-489,training,2023-09-24T15:30:15+00:00,2023-09-24T16:49:05+00:00,78.833,30
KTLX-20230924T180402-192131-490,training,2023-09-24T18:04:02+00:00,2023-09-24T19:21:31+00:00,77.483,30
KTLX-20230924T193938-205535-491,training,2023-09-24T19:39:38+00:00,2023-09-24T20:55:35+00:00,75.95,30
KTLX-20230924T214617-230156-492,training,2023-09-24T21:46:17+00:00,2023-09-24T23:01:56+00:00,75.65,30
KTLX-20230925T000520-011246-493,training,2023-09-25T00:05:20+00:00,2023-09-25T01:12:46+00:00,67.433,30
KTLX-20230925T021205-032704-494,training,2023-09-25T02:12:05+00:00,2023-09-25T03:27:04+00:00,74.983,30
KTLX-20230925T033645-044553-495,training,2023-09-25T03:36:45+00:00,2023-09-25T04:45:53+00:00,69.133,30
KTLX-20230925T054521-065952-496,training,2023-09-25T05:45:21+00:00,2023-09-25T06:59:52+00:00,74.517,30
KTLX-20230925T074830-090545-497,training,2023-09-25T07:48:30+00:00,2023-09-25T09:05:45+00:00,77.25,30
KTLX-20230925T091300-102523-498,training,2023-09-25T09:13:00+00:00,2023-09-25T10:25:23+00:00,72.383,30
KTLX-20230925T112632-123438-499,training,2023-09-25T11:26:32+00:00,2023-09-25T12:34:38+00:00,68.1,30
KTLX-20231004T195925-211525-500,training,2023-10-04T19:59:25+00:00,2023-10-04T21:15:25+00:00,76.0,30
KTLX-20231004T212322-223717-501,training,2023-10-04T21:23:22+00:00,2023-10-04T22:37:17+00:00,73.917,30
KTLX-20231004T224507-235935-502,training,2023-10-04T22:45:07+00:00,2023-10-04T23:59:35+00:00,74.467,30
KTLX-20231005T000718-012348-503,training,2023-10-05T00:07:18+00:00,2023-10-05T01:23:48+00:00,76.5,30
KTLX-20231019T000538-013220-504,training,2023-10-19T00:05:38+00:00,2023-10-19T01:32:20+00:00,86.7,30
KTLX-20231019T034612-051235-505,training,2023-10-19T03:46:12+00:00,2023-10-19T05:12:35+00:00,86.383,30
KTLX-20231019T122516-133903-506,training,2023-10-19T12:25:16+00:00,2023-10-19T13:39:03+00:00,73.783,30
KTLX-20231025T223941-234751-507,training,2023-10-25T22:39:41+00:00,2023-10-25T23:47:51+00:00,68.167,30
KTLX-20231026T023822-035744-508,training,2023-10-26T02:38:22+00:00,2023-10-26T03:57:44+00:00,79.367,30
KTLX-20240314T163708-174044-509,training,2024-03-14T16:37:08+00:00,2024-03-14T17:40:44+00:00,63.6,30
KTLX-20240314T174344-182921-510,training,2024-03-14T17:43:44+00:00,2024-03-14T18:29:21+00:00,45.617,30
KTLX-20240314T194240-202752-511,training,2024-03-14T19:42:40+00:00,2024-03-14T20:27:52+00:00,45.2,30
KTLX-20240314T203042-211650-512,training,2024-03-14T20:30:42+00:00,2024-03-14T21:16:50+00:00,46.133,30
KTLX-20240314T212638-221340-513,training,2024-03-14T21:26:38+00:00,2024-03-14T22:13:40+00:00,47.033,30
KTLX-20240315T010024-015404-514,training,2024-03-15T01:00:24+00:00,2024-03-15T01:54:04+00:00,53.667,30
KTLX-20240315T031312-043246-515,training,2024-03-15T03:13:12+00:00,2024-03-15T04:32:46+00:00,79.567,30
KTLX-20240315T063650-075625-516,training,2024-03-15T06:36:50+00:00,2024-03-15T07:56:25+00:00,79.583,30
KTLX-20240315T094552-111409-517,training,2024-03-15T09:45:52+00:00,2024-03-15T11:14:09+00:00,88.283,30
KTLX-20240325T035806-050651-518,training,2024-03-25T03:58:06+00:00,2024-03-25T05:06:51+00:00,68.75,30
KTLX-20240325T051109-061321-519,training,2024-03-25T05:11:09+00:00,2024-03-25T06:13:21+00:00,62.2,30
KTLX-20240325T064646-074905-520,training,2024-03-25T06:46:46+00:00,2024-03-25T07:49:05+00:00,62.317,30
KTLX-20240325T095256-105603-521,training,2024-03-25T09:52:56+00:00,2024-03-25T10:56:03+00:00,63.117,30
KTLX-20240325T114951-125949-522,training,2024-03-25T11:49:51+00:00,2024-03-25T12:59:49+00:00,69.967,30
KTLX-20240325T134259-145216-523,training,2024-03-25T13:42:59+00:00,2024-03-25T14:52:16+00:00,69.283,30
KTLX-20240325T145700-160453-524,training,2024-03-25T14:57:00+00:00,2024-03-25T16:04:53+00:00,67.883,30
KTLX-20240325T205337-215205-525,training,2024-03-25T20:53:37+00:00,2024-03-25T21:52:05+00:00,58.467,30
KTLX-20240325T215607-225536-526,training,2024-03-25T21:56:07+00:00,2024-03-25T22:55:36+00:00,59.483,30
KTLX-20240325T225742-235845-527,training,2024-03-25T22:57:42+00:00,2024-03-25T23:58:45+00:00,61.05,30
KTLX-20240401T225407-235338-528,training,2024-04-01T22:54:07+00:00,2024-04-01T23:53:38+00:00,59.517,30
KTLX-20240402T011441-020149-529,training,2024-04-02T01:14:41+00:00,2024-04-02T02:01:49+00:00,47.133,30
KTLX-20240402T033814-042400-530,training,2024-04-02T03:38:14+00:00,2024-04-02T04:24:00+00:00,45.767,30
KTLX-20240402T053536-064020-531,training,2024-04-02T05:35:36+00:00,2024-04-02T06:40:20+00:00,64.733,30
KTLX-20240406T223851-233447-532,training,2024-04-06T22:38:51+00:00,2024-04-06T23:34:47+00:00,55.933,30
KTLX-20240407T002305-013841-533,training,2024-04-07T00:23:05+00:00,2024-04-07T01:38:41+00:00,75.6,30
KTLX-20240426T090809-100932-534,training,2024-04-26T09:08:09+00:00,2024-04-26T10:09:32+00:00,61.383,30
KTLX-20240426T101924-110808-535,training,2024-04-26T10:19:24+00:00,2024-04-26T11:08:08+00:00,48.733,30
KTLX-20240426T115637-124309-536,training,2024-04-26T11:56:37+00:00,2024-04-26T12:43:09+00:00,46.533,30
KTLX-20240426T125919-134450-537,training,2024-04-26T12:59:19+00:00,2024-04-26T13:44:50+00:00,45.517,30
KTLX-20240426T154810-164737-538,training,2024-04-26T15:48:10+00:00,2024-04-26T16:47:37+00:00,59.45,30
KTLX-20240426T170233-180323-539,training,2024-04-26T17:02:33+00:00,2024-04-26T18:03:23+00:00,60.833,30
KTLX-20240426T185634-195605-540,training,2024-04-26T18:56:34+00:00,2024-04-26T19:56:05+00:00,59.517,30
KTLX-20240426T222324-232204-541,training,2024-04-26T22:23:24+00:00,2024-04-26T23:22:04+00:00,58.667,30
KTLX-20240427T041852-053658-542,training,2024-04-27T04:18:52+00:00,2024-04-27T05:36:58+00:00,78.1,30
KTLX-20240427T055355-072205-543,training,2024-04-27T05:53:55+00:00,2024-04-27T07:22:05+00:00,88.167,30
KTLX-20240427T115640-125809-544,training,2024-04-27T11:56:40+00:00,2024-04-27T12:58:09+00:00,61.483,30
KTLX-20240427T135713-150328-545,training,2024-04-27T13:57:13+00:00,2024-04-27T15:03:28+00:00,66.25,30
KTLX-20240427T151225-161436-546,training,2024-04-27T15:12:25+00:00,2024-04-27T16:14:36+00:00,62.183,30
KTLX-20240427T183608-192606-547,training,2024-04-27T18:36:08+00:00,2024-04-27T19:26:06+00:00,49.967,30
KTLX-20240427T193820-202420-548,training,2024-04-27T19:38:20+00:00,2024-04-27T20:24:20+00:00,46.0,30
KTLX-20240427T202734-211339-549,training,2024-04-27T20:27:34+00:00,2024-04-27T21:13:39+00:00,46.083,30
KTLX-20240427T222314-230841-550,training,2024-04-27T22:23:14+00:00,2024-04-27T23:08:41+00:00,45.45,30
KTLX-20240428T013519-022024-551,training,2024-04-28T01:35:19+00:00,2024-04-28T02:20:24+00:00,45.083,30
KTLX-20240428T022144-030943-552,training,2024-04-28T02:21:44+00:00,2024-04-28T03:09:43+00:00,47.983,30
KTLX-20240428T034612-043442-553,training,2024-04-28T03:46:12+00:00,2024-04-28T04:34:42+00:00,48.5,30
KTLX-20240428T043957-054255-554,training,2024-04-28T04:39:57+00:00,2024-04-28T05:42:55+00:00,62.967,30
KTLX-20240428T055040-063901-555,training,2024-04-28T05:50:40+00:00,2024-04-28T06:39:01+00:00,48.35,30
KTLX-20240428T070951-075750-556,training,2024-04-28T07:09:51+00:00,2024-04-28T07:57:50+00:00,47.983,30
KTLX-20240428T075928-084528-557,training,2024-04-28T07:59:28+00:00,2024-04-28T08:45:28+00:00,46.0,30
KTLX-20240429T001000-010316-558,training,2024-04-29T00:10:00+00:00,2024-04-29T01:03:16+00:00,53.267,30
KTLX-20240429T013806-023459-559,training,2024-04-29T01:38:06+00:00,2024-04-29T02:34:59+00:00,56.883,30
KTLX-20240429T023643-033059-560,training,2024-04-29T02:36:43+00:00,2024-04-29T03:30:59+00:00,54.267,30
KTLX-20240429T035705-044840-561,training,2024-04-29T03:57:05+00:00,2024-04-29T04:48:40+00:00,51.583,30
KTLX-20240429T051301-060349-562,training,2024-04-29T05:13:01+00:00,2024-04-29T06:03:49+00:00,50.8,30
KTLX-20240429T064914-073910-563,training,2024-04-29T06:49:14+00:00,2024-04-29T07:39:10+00:00,49.933,30
KTLX-20240429T080950-085831-564,training,2024-04-29T08:09:50+00:00,2024-04-29T08:58:31+00:00,48.683,30
KTLX-20240429T090457-095335-565,training,2024-04-29T09:04:57+00:00,2024-04-29T09:53:35+00:00,48.633,30
KTLX-20240429T100500-105338-566,training,2024-04-29T10:05:00+00:00,2024-04-29T10:53:38+00:00,48.633,30
KTLX-20240429T121144-125956-567,training,2024-04-29T12:11:44+00:00,2024-04-29T12:59:56+00:00,48.2,30
KTLX-20240429T130832-141758-568,training,2024-04-29T13:08:32+00:00,2024-04-29T14:17:58+00:00,69.433,30
KTLX-20240430T192125-204933-569,training,2024-04-30T19:21:25+00:00,2024-04-30T20:49:33+00:00,88.133,30
KTLX-20240430T211902-222434-570,training,2024-04-30T21:19:02+00:00,2024-04-30T22:24:34+00:00,65.533,30
KTLX-20240430T223856-232448-571,training,2024-04-30T22:38:56+00:00,2024-04-30T23:24:48+00:00,45.867,30
KTLX-20240501T001024-005559-572,training,2024-05-01T00:10:24+00:00,2024-05-01T00:55:59+00:00,45.583,30
KTLX-20240501T011543-020059-573,training,2024-05-01T01:15:43+00:00,2024-05-01T02:00:59+00:00,45.267,30
KTLX-20240501T033654-042158-574,training,2024-05-01T03:36:54+00:00,2024-05-01T04:21:58+00:00,45.067,30
KTLX-20240501T052322-061025-575,training,2024-05-01T05:23:22+00:00,2024-05-01T06:10:25+00:00,47.05,30
KTLX-20240501T061517-070709-576,training,2024-05-01T06:15:17+00:00,2024-05-01T07:07:09+00:00,51.867,30
KTLX-20240501T073921-085052-577,training,2024-05-01T07:39:21+00:00,2024-05-01T08:50:52+00:00,71.517,30
KTLX-20240501T091011-102135-578,training,2024-05-01T09:10:11+00:00,2024-05-01T10:21:35+00:00,71.4,30
KTLX-20240501T102628-113713-579,training,2024-05-01T10:26:28+00:00,2024-05-01T11:37:13+00:00,70.75,30
KTLX-20240501T115003-130426-580,training,2024-05-01T11:50:03+00:00,2024-05-01T13:04:26+00:00,74.383,30
KTLX-20240501T135913-151555-581,training,2024-05-01T13:59:13+00:00,2024-05-01T15:15:55+00:00,76.7,30
KTLX-20240502T021339-031745-582,training,2024-05-02T02:13:39+00:00,2024-05-02T03:17:45+00:00,64.1,30
KTLX-20240502T035317-050701-583,training,2024-05-02T03:53:17+00:00,2024-05-02T05:07:01+00:00,73.733,30
KTLX-20240502T052802-064353-584,training,2024-05-02T05:28:02+00:00,2024-05-02T06:43:53+00:00,75.85,30
KTLX-20240502T064907-080640-585,training,2024-05-02T06:49:07+00:00,2024-05-02T08:06:40+00:00,77.55,30
KTLX-20240502T080911-092322-586,training,2024-05-02T08:09:11+00:00,2024-05-02T09:23:22+00:00,74.183,30
KTLX-20240502T102008-113346-587,training,2024-05-02T10:20:08+00:00,2024-05-02T11:33:46+00:00,73.633,30
KTLX-20240502T114938-125541-588,training,2024-05-02T11:49:38+00:00,2024-05-02T12:55:41+00:00,66.05,30
KTLX-20240502T204702-220022-589,training,2024-05-02T20:47:02+00:00,2024-05-02T22:00:22+00:00,73.333,30
KTLX-20240502T222633-231907-590,training,2024-05-02T22:26:33+00:00,2024-05-02T23:19:07+00:00,52.567,30
KTLX-20240503T001734-010425-591,training,2024-05-03T00:17:34+00:00,2024-05-03T01:04:25+00:00,46.85,30
KTLX-20240503T010755-015707-592,training,2024-05-03T01:07:55+00:00,2024-05-03T01:57:07+00:00,49.2,30
KTLX-20240503T021954-030903-593,training,2024-05-03T02:19:54+00:00,2024-05-03T03:09:03+00:00,49.15,30
KTLX-20240503T034136-045418-594,training,2024-05-03T03:41:36+00:00,2024-05-03T04:54:18+00:00,72.7,30
KTLX-20240503T053641-064921-595,training,2024-05-03T05:36:41+00:00,2024-05-03T06:49:21+00:00,72.667,30
KTLX-20240503T074442-085844-596,training,2024-05-03T07:44:42+00:00,2024-05-03T08:58:44+00:00,74.033,30
KTLX-20240503T112512-122614-597,training,2024-05-03T11:25:12+00:00,2024-05-03T12:26:14+00:00,61.033,30
KTLX-20240504T031507-043057-598,training,2024-05-04T03:15:07+00:00,2024-05-04T04:30:57+00:00,75.833,30
KTLX-20240504T071429-081933-599,training,2024-05-04T07:14:29+00:00,2024-05-04T08:19:33+00:00,65.067,30
KTLX-20240504T142708-153200-600,training,2024-05-04T14:27:08+00:00,2024-05-04T15:32:00+00:00,64.867,30
KTLX-20240504T154924-165904-601,training,2024-05-04T15:49:24+00:00,2024-05-04T16:59:04+00:00,69.667,30
KTLX-20240504T172148-183731-602,training,2024-05-04T17:21:48+00:00,2024-05-04T18:37:31+00:00,75.717,30
KTLX-20240504T205113-215502-603,training,2024-05-04T20:51:13+00:00,2024-05-04T21:55:02+00:00,63.817,30
KTLX-20240505T004405-014613-604,training,2024-05-05T00:44:05+00:00,2024-05-05T01:46:13+00:00,62.133,30
KTLX-20240505T015720-030125-605,training,2024-05-05T01:57:20+00:00,2024-05-05T03:01:25+00:00,64.083,30
KTLX-20240505T030554-040629-606,training,2024-05-05T03:05:54+00:00,2024-05-05T04:06:29+00:00,60.583,30
KTLX-20240505T062836-073937-607,training,2024-05-05T06:28:36+00:00,2024-05-05T07:39:37+00:00,71.017,30
KTLX-20240505T084057-095604-608,training,2024-05-05T08:40:57+00:00,2024-05-05T09:56:04+00:00,75.117,30
KTLX-20240505T115032-130817-609,training,2024-05-05T11:50:32+00:00,2024-05-05T13:08:17+00:00,77.75,30
KTLX-20240505T144629-160030-610,training,2024-05-05T14:46:29+00:00,2024-05-05T16:00:30+00:00,74.017,30
KTLX-20240505T162917-173145-611,training,2024-05-05T16:29:17+00:00,2024-05-05T17:31:45+00:00,62.467,30
KTLX-20240505T182449-192542-612,training,2024-05-05T18:24:49+00:00,2024-05-05T19:25:42+00:00,60.883,30
KTLX-20240506T195724-212039-613,training,2024-05-06T19:57:24+00:00,2024-05-06T21:20:39+00:00,83.25,30
KTLX-20240507T001851-010528-614,training,2024-05-07T00:18:51+00:00,2024-05-07T01:05:28+00:00,46.617,30
KTLX-20240507T014751-023620-615,training,2024-05-07T01:47:51+00:00,2024-05-07T02:36:20+00:00,48.483,30
KTLX-20240507T031047-035706-616,training,2024-05-07T03:10:47+00:00,2024-05-07T03:57:06+00:00,46.317,30
KTLX-20240507T043427-052045-617,training,2024-05-07T04:34:27+00:00,2024-05-07T05:20:45+00:00,46.3,30
KTLX-20240507T052228-061211-618,training,2024-05-07T05:22:28+00:00,2024-05-07T06:12:11+00:00,49.717,30
KTLX-20240507T063544-073849-619,training,2024-05-07T06:35:44+00:00,2024-05-07T07:38:49+00:00,63.083,30
KTLX-20240507T083415-093229-620,training,2024-05-07T08:34:15+00:00,2024-05-07T09:32:29+00:00,58.233,30
KTLX-20240507T102036-111841-621,training,2024-05-07T10:20:36+00:00,2024-05-07T11:18:41+00:00,58.083,30
KTLX-20240507T114647-124506-622,training,2024-05-07T11:46:47+00:00,2024-05-07T12:45:06+00:00,58.317,30
KTLX-20240507T133636-143502-623,training,2024-05-07T13:36:36+00:00,2024-05-07T14:35:02+00:00,58.433,30
KTLX-20240507T143902-155740-624,training,2024-05-07T14:39:02+00:00,2024-05-07T15:57:40+00:00,78.633,30
KTLX-20240509T185338-200643-625,training,2024-05-09T18:53:38+00:00,2024-05-09T20:06:43+00:00,73.083,30
KTLX-20240509T203118-213235-626,training,2024-05-09T20:31:18+00:00,2024-05-09T21:32:35+00:00,61.283,30
KTLX-20240509T221448-231238-627,training,2024-05-09T22:14:48+00:00,2024-05-09T23:12:38+00:00,57.833,30
KTLX-20240510T001421-011159-628,training,2024-05-10T00:14:21+00:00,2024-05-10T01:11:59+00:00,57.633,30
KTLX-20240510T022804-033814-629,training,2024-05-10T02:28:04+00:00,2024-05-10T03:38:14+00:00,70.167,30
KTLX-20240512T141002-153020-630,training,2024-05-12T14:10:02+00:00,2024-05-12T15:30:20+00:00,80.3,30
KTLX-20240513T085302-094944-631,training,2024-05-13T08:53:02+00:00,2024-05-13T09:49:44+00:00,56.7,30
KTLX-20240513T102501-111021-632,training,2024-05-13T10:25:01+00:00,2024-05-13T11:10:21+00:00,45.333,30
KTLX-20240513T170353-183242-633,training,2024-05-13T17:03:53+00:00,2024-05-13T18:32:42+00:00,88.817,30
KTLX-20240513T183905-194302-634,training,2024-05-13T18:39:05+00:00,2024-05-13T19:43:02+00:00,63.95,30
KTLX-20240513T214423-224628-635,training,2024-05-13T21:44:23+00:00,2024-05-13T22:46:28+00:00,62.083,30
KTLX-20240513T225252-234906-636,training,2024-05-13T22:52:52+00:00,2024-05-13T23:49:06+00:00,56.233,30
KTLX-20240514T011913-023157-637,training,2024-05-14T01:19:13+00:00,2024-05-14T02:31:57+00:00,72.733,30
KTLX-20240516T062211-072148-638,training,2024-05-16T06:22:11+00:00,2024-05-16T07:21:48+00:00,59.617,30
KTLX-20240516T075326-084230-639,training,2024-05-16T07:53:26+00:00,2024-05-16T08:42:30+00:00,49.067,30
KTLX-20240516T084405-093025-640,training,2024-05-16T08:44:05+00:00,2024-05-16T09:30:25+00:00,46.333,30
KTLX-20240516T093139-101858-641,training,2024-05-16T09:31:39+00:00,2024-05-16T10:18:58+00:00,47.317,30
KTLX-20240516T102606-111543-642,training,2024-05-16T10:26:06+00:00,2024-05-16T11:15:43+00:00,49.617,30
KTLX-20240516T114101-123118-643,training,2024-05-16T11:41:01+00:00,2024-05-16T12:31:18+00:00,50.283,30
KTLX-20240520T011012-020731-644,training,2024-05-20T01:10:12+00:00,2024-05-20T02:07:31+00:00,57.317,30
KTLX-20240520T024328-033136-645,training,2024-05-20T02:43:28+00:00,2024-05-20T03:31:36+00:00,48.133,30
KTLX-20240520T035908-044630-646,training,2024-05-20T03:59:08+00:00,2024-05-20T04:46:30+00:00,47.367,30
KTLX-20240520T051051-060028-647,training,2024-05-20T05:10:51+00:00,2024-05-20T06:00:28+00:00,49.617,30
KTLX-20240520T071921-080732-648,training,2024-05-20T07:19:21+00:00,2024-05-20T08:07:32+00:00,48.183,30
KTLX-20240520T091945-100708-649,training,2024-05-20T09:19:45+00:00,2024-05-20T10:07:08+00:00,47.383,30
KTLX-20240520T101444-111025-650,training,2024-05-20T10:14:44+00:00,2024-05-20T11:10:25+00:00,55.683,30
KTLX-20240520T113109-124122-651,training,2024-05-20T11:31:09+00:00,2024-05-20T12:41:22+00:00,70.217,30
KTLX-20240522T115724-131408-652,training,2024-05-22T11:57:24+00:00,2024-05-22T13:14:08+00:00,76.733,30
KTLX-20240522T135656-145720-653,training,2024-05-22T13:56:56+00:00,2024-05-22T14:57:20+00:00,60.4,30
KTLX-20240522T162231-171517-654,training,2024-05-22T16:22:31+00:00,2024-05-22T17:15:17+00:00,52.767,30
KTLX-20240522T174206-184135-655,training,2024-05-22T17:42:06+00:00,2024-05-22T18:41:35+00:00,59.483,30
KTLX-20240522T184343-194257-656,training,2024-05-22T18:43:43+00:00,2024-05-22T19:42:57+00:00,59.233,30
KTLX-20240522T194706-204759-657,training,2024-05-22T19:47:06+00:00,2024-05-22T20:47:59+00:00,60.883,30
KTLX-20240522T205617-220458-658,training,2024-05-22T20:56:17+00:00,2024-05-22T22:04:58+00:00,68.683,30
KTLX-20240522T223348-234449-659,training,2024-05-22T22:33:48+00:00,2024-05-22T23:44:49+00:00,71.017,30
KTLX-20240523T004809-014937-660,training,2024-05-23T00:48:09+00:00,2024-05-23T01:49:37+00:00,61.467,30
KTLX-20240523T021850-034646-661,training,2024-05-23T02:18:50+00:00,2024-05-23T03:46:46+00:00,87.933,30
KTLX-20240523T035005-044605-662,training,2024-05-23T03:50:05+00:00,2024-05-23T04:46:05+00:00,56.0,30
KTLX-20240523T044954-055206-663,training,2024-05-23T04:49:54+00:00,2024-05-23T05:52:06+00:00,62.2,30
KTLX-20240523T055427-070558-664,training,2024-05-23T05:54:27+00:00,2024-05-23T07:05:58+00:00,71.517,30
KTLX-20240523T073236-084506-665,training,2024-05-23T07:32:36+00:00,2024-05-23T08:45:06+00:00,72.5,30
KTLX-20240523T100903-110845-666,training,2024-05-23T10:09:03+00:00,2024-05-23T11:08:45+00:00,59.7,30
KTLX-20240523T113850-123952-667,training,2024-05-23T11:38:50+00:00,2024-05-23T12:39:52+00:00,61.033,30
KTLX-20240525T004336-015032-668,training,2024-05-25T00:43:36+00:00,2024-05-25T01:50:32+00:00,66.933,30
KTLX-20240525T211432-223412-669,training,2024-05-25T21:14:32+00:00,2024-05-25T22:34:12+00:00,79.667,30
KTLX-20240525T224635-234424-670,training,2024-05-25T22:46:35+00:00,2024-05-25T23:44:24+00:00,57.817,30
KTLX-20240526T020546-025617-671,training,2024-05-26T02:05:46+00:00,2024-05-26T02:56:17+00:00,50.517,30
KTLX-20240526T030814-035630-672,training,2024-05-26T03:08:14+00:00,2024-05-26T03:56:30+00:00,48.267,30
KTLX-20240526T040406-044923-673,training,2024-05-26T04:04:06+00:00,2024-05-26T04:49:23+00:00,45.283,30
KTLX-20240526T050317-055051-674,training,2024-05-26T05:03:17+00:00,2024-05-26T05:50:51+00:00,47.567,30
KTLX-20240526T055847-064702-675,training,2024-05-26T05:58:47+00:00,2024-05-26T06:47:02+00:00,48.25,30
KTLX-20240526T070010-074807-676,training,2024-05-26T07:00:10+00:00,2024-05-26T07:48:07+00:00,47.95,30
KTLX-20240526T115200-125228-677,training,2024-05-26T11:52:00+00:00,2024-05-26T12:52:28+00:00,60.467,30
KTLX-20240526T132442-142712-678,training,2024-05-26T13:24:42+00:00,2024-05-26T14:27:12+00:00,62.5,30
KTLX-20240527T104042-120851-679,training,2024-05-27T10:40:42+00:00,2024-05-27T12:08:51+00:00,88.15,30
KTLX-20240530T121228-134221-680,training,2024-05-30T12:12:28+00:00,2024-05-30T13:42:21+00:00,89.883,30
KTLX-20240530T135530-151146-681,training,2024-05-30T13:55:30+00:00,2024-05-30T15:11:46+00:00,76.267,30
KTLX-20240530T151704-163207-682,training,2024-05-30T15:17:04+00:00,2024-05-30T16:32:07+00:00,75.05,30
KTLX-20240530T172148-182803-683,training,2024-05-30T17:21:48+00:00,2024-05-30T18:28:03+00:00,66.25,30
KTLX-20240530T185533-195817-684,training,2024-05-30T18:55:33+00:00,2024-05-30T19:58:17+00:00,62.733,30
KTLX-20240530T222731-232940-685,training,2024-05-30T22:27:31+00:00,2024-05-30T23:29:40+00:00,62.15,30
KTLX-20240531T022715-032656-686,training,2024-05-31T02:27:15+00:00,2024-05-31T03:26:56+00:00,59.683,30
KTLX-20240531T054028-065157-687,training,2024-05-31T05:40:28+00:00,2024-05-31T06:51:57+00:00,71.483,30
KTLX-20240602T164137-174503-688,training,2024-06-02T16:41:37+00:00,2024-06-02T17:45:03+00:00,63.433,30
KTLX-20240602T174659-183358-689,training,2024-06-02T17:46:59+00:00,2024-06-02T18:33:58+00:00,46.983,30
KTLX-20240602T190921-195643-690,training,2024-06-02T19:09:21+00:00,2024-06-02T19:56:43+00:00,47.367,30
KTLX-20240602T195841-204537-691,training,2024-06-02T19:58:41+00:00,2024-06-02T20:45:37+00:00,46.933,30
KTLX-20240602T211337-221431-692,training,2024-06-02T21:13:37+00:00,2024-06-02T22:14:31+00:00,60.9,30
KTLX-20240602T221943-233420-693,training,2024-06-02T22:19:43+00:00,2024-06-02T23:34:20+00:00,74.617,30
KTLX-20240603T010051-020323-694,training,2024-06-03T01:00:51+00:00,2024-06-03T02:03:23+00:00,62.533,30
KTLX-20240603T032327-044033-695,training,2024-06-03T03:23:27+00:00,2024-06-03T04:40:33+00:00,77.1,30
KTLX-20240604T113942-124322-696,training,2024-06-04T11:39:42+00:00,2024-06-04T12:43:22+00:00,63.667,30
KTLX-20240604T131119-141409-697,training,2024-06-04T13:11:19+00:00,2024-06-04T14:14:09+00:00,62.833,30
KTLX-20240605T025322-041157-698,training,2024-06-05T02:53:22+00:00,2024-06-05T04:11:57+00:00,78.583,30
KTLX-20240605T042418-053136-699,training,2024-06-05T04:24:18+00:00,2024-06-05T05:31:36+00:00,67.3,30
KTLX-20240605T060707-070306-700,training,2024-06-05T06:07:07+00:00,2024-06-05T07:03:06+00:00,55.983,30
KTLX-20240605T071705-081431-701,training,2024-06-05T07:17:05+00:00,2024-06-05T08:14:31+00:00,57.433,30
KTLX-20240605T081811-091322-702,training,2024-06-05T08:18:11+00:00,2024-06-05T09:13:22+00:00,55.183,30
KTLX-20240605T112402-121218-703,training,2024-06-05T11:24:02+00:00,2024-06-05T12:12:18+00:00,48.267,30
KTLX-20240606T194101-210028-704,training,2024-06-06T19:41:01+00:00,2024-06-06T21:00:28+00:00,79.45,30
KTLX-20240606T213122-223212-705,training,2024-06-06T21:31:22+00:00,2024-06-06T22:32:12+00:00,60.833,30
KTLX-20240607T001319-011139-706,training,2024-06-07T00:13:19+00:00,2024-06-07T01:11:39+00:00,58.333,30
KTLX-20240607T015308-025712-707,training,2024-06-07T01:53:08+00:00,2024-06-07T02:57:12+00:00,64.067,30
KTLX-20240607T030421-041310-708,training,2024-06-07T03:04:21+00:00,2024-06-07T04:13:10+00:00,68.817,30
