candidate,date,start,end,duration_minutes,frames,selected,split
20230529T180408-192135,2023-05-29,2023-05-29T18:04:08+00:00,2023-05-29T19:21:35+00:00,77.45,30,no,
20230529T194428-205949,2023-05-29,2023-05-29T19:44:28+00:00,2023-05-29T20:59:49+00:00,75.35,30,no,
20230529T215911-230814,2023-05-29,2023-05-29T21:59:11+00:00,2023-05-29T23:08:14+00:00,69.05,30,yes,training
20230530T001004-011112,2023-05-30,2023-05-30T00:10:04+00:00,2023-05-30T01:11:12+00:00,61.133,30,no,
20230530T011720-021606,2023-05-30,2023-05-30T01:17:20+00:00,2023-05-30T02:16:06+00:00,58.767,30,yes,training
20230530T022140-032631,2023-05-30,2023-05-30T02:21:40+00:00,2023-05-30T03:26:31+00:00,64.85,30,no,
20230530T040931-052023,2023-05-30,2023-05-30T04:09:31+00:00,2023-05-30T05:20:23+00:00,70.867,30,yes,training
20230530T062055-073135,2023-05-30,2023-05-30T06:20:55+00:00,2023-05-30T07:31:35+00:00,70.667,30,no,
20230530T073553-084226,2023-05-30,2023-05-30T07:35:53+00:00,2023-05-30T08:42:26+00:00,66.55,30,yes,training
20230530T085406-095628,2023-05-30,2023-05-30T08:54:06+00:00,2023-05-30T09:56:28+00:00,62.367,30,no,
20230530T095834-110051,2023-05-30,2023-05-30T09:58:34+00:00,2023-05-30T11:00:51+00:00,62.283,30,no,
20230530T174227-185050,2023-05-30,2023-05-30T17:42:27+00:00,2023-05-30T18:50:50+00:00,68.383,30,yes,training
20230530T190247-200500,2023-05-30,2023-05-30T19:02:47+00:00,2023-05-30T20:05:00+00:00,62.217,30,yes,training
20230530T205714-220308,2023-05-30,2023-05-30T20:57:14+00:00,2023-05-30T22:03:08+00:00,65.9,30,yes,training
20230530T221955-233828,2023-05-30,2023-05-30T22:19:55+00:00,2023-05-30T23:38:28+00:00,78.55,30,yes,training
20230531T055856-072046,2023-05-31,2023-05-31T05:58:56+00:00,2023-05-31T07:20:46+00:00,81.833,30,yes,training
20230531T073521-083413,2023-05-31,2023-05-31T07:35:21+00:00,2023-05-31T08:34:13+00:00,58.867,30,yes,training
20230531T091015-101056,2023-05-31,2023-05-31T09:10:15+00:00,2023-05-31T10:10:56+00:00,60.683,30,yes,training
20230531T102520-112528,2023-05-31,2023-05-31T10:25:20+00:00,2023-05-31T11:25:28+00:00,60.133,30,yes,training
20230531T114623-130234,2023-05-31,2023-05-31T11:46:23+00:00,2023-05-31T13:02:34+00:00,76.183,30,no,
20230531T171720-184510,2023-05-31,2023-05-31T17:17:20+00:00,2023-05-31T18:45:10+00:00,87.833,30,yes,training
20230531T193928-203955,2023-05-31,2023-05-31T19:39:28+00:00,2023-05-31T20:39:55+00:00,60.45,30,yes,training
20230531T204206-220214,2023-05-31,2023-05-31T20:42:06+00:00,2023-05-31T22:02:14+00:00,80.133,30,yes,training
20230531T222030-232743,2023-05-31,2023-05-31T22:20:30+00:00,2023-05-31T23:27:43+00:00,67.217,30,yes,training
20230601T002857-014413,2023-06-01,2023-06-01T00:28:57+00:00,2023-06-01T01:44:13+00:00,75.267,30,yes,training
20230601T020219-030157,2023-06-01,2023-06-01T02:02:19+00:00,2023-06-01T03:01:57+00:00,59.633,30,yes,training
20230601T043926-054008,2023-06-01,2023-06-01T04:39:26+00:00,2023-06-01T05:40:08+00:00,60.7,30,yes,training
20230601T054416-071302,2023-06-01,2023-06-01T05:44:16+00:00,2023-06-01T07:13:02+00:00,88.767,30,no,
20230601T072259-082151,2023-06-01,2023-06-01T07:22:59+00:00,2023-06-01T08:21:51+00:00,58.867,30,yes,training
20230601T090829-101055,2023-06-01,2023-06-01T09:08:29+00:00,2023-06-01T10:10:55+00:00,62.433,30,yes,training
20230601T120919-130903,2023-06-01,2023-06-01T12:09:19+00:00,2023-06-01T13:09:03+00:00,59.733,30,no,
20230601T131511-141347,2023-06-01,2023-06-01T13:15:11+00:00,2023-06-01T14:13:47+00:00,58.6,30,no,
20230601T155112-165446,2023-06-01,2023-06-01T15:51:12+00:00,2023-06-01T16:54:46+00:00,63.567,30,yes,training
20230601T182144-193429,2023-06-01,2023-06-01T18:21:44+00:00,2023-06-01T19:34:29+00:00,72.75,30,yes,training
20230601T194645-205906,2023-06-01,2023-06-01T19:46:45+00:00,2023-06-01T20:59:06+00:00,72.35,30,yes,training
20230601T221450-233138,2023-06-01,2023-06-01T22:14:50+00:00,2023-06-01T23:31:38+00:00,76.8,30,yes,training
20230602T001322-012749,2023-06-02,2023-06-02T00:13:22+00:00,2023-06-02T01:27:49+00:00,74.45,30,yes,training
20230602T021542-032116,2023-06-02,2023-06-02T02:15:42+00:00,2023-06-02T03:21:16+00:00,65.567,30,no,
20230602T034456-044450,2023-06-02,2023-06-02T03:44:56+00:00,2023-06-02T04:44:50+00:00,59.9,30,no,
20230602T044907-061426,2023-06-02,2023-06-02T04:49:07+00:00,2023-06-02T06:14:26+00:00,85.317,30,yes,training
20230616T003051-014209,2023-06-16,2023-06-16T00:30:51+00:00,2023-06-16T01:42:09+00:00,71.3,30,yes,training
20230616T023835-035308,2023-06-16,2023-06-16T02:38:35+00:00,2023-06-16T03:53:08+00:00,74.55,30,yes,training
20230616T040549-051559,2023-06-16,2023-06-16T04:05:49+00:00,2023-06-16T05:15:59+00:00,70.167,30,yes,training
20230616T053135-063218,2023-06-16,2023-06-16T05:31:35+00:00,2023-06-16T06:32:18+00:00,60.717,30,yes,training
20230616T065014-074822,2023-06-16,2023-06-16T06:50:14+00:00,2023-06-16T07:48:22+00:00,58.133,30,yes,training
20230616T075430-091316,2023-06-16,2023-06-16T07:54:30+00:00,2023-06-16T09:13:16+00:00,78.767,30,yes,training
20230616T092153-102258,2023-06-16,2023-06-16T09:21:53+00:00,2023-06-16T10:22:58+00:00,61.083,30,yes,training
20230616T102706-112638,2023-06-16,2023-06-16T10:27:06+00:00,2023-06-16T11:26:38+00:00,59.533,30,yes,training
20230616T113230-122756,2023-06-16,2023-06-16T11:32:30+00:00,2023-06-16T12:27:56+00:00,55.433,30,yes,training
20230616T130947-140846,2023-06-16,2023-06-16T13:09:47+00:00,2023-06-16T14:08:46+00:00,58.983,30,yes,training
20230616T142051-151922,2023-06-16,2023-06-16T14:20:51+00:00,2023-06-16T15:19:22+00:00,58.517,30,no,
20230616T154454-164644,2023-06-16,2023-06-16T15:44:54+00:00,2023-06-16T16:46:44+00:00,61.833,30,yes,training
20230618T030338-035230,2023-06-18,2023-06-18T03:03:38+00:00,2023-06-18T03:52:30+00:00,48.867,30,yes,training
20230618T040100-044836,2023-06-18,2023-06-18T04:01:00+00:00,2023-06-18T04:48:36+00:00,47.6,30,yes,training
20230618T053816-062628,2023-06-18,2023-06-18T05:38:16+00:00,2023-06-18T06:26:28+00:00,48.2,30,yes,training
20230618T062748-075555,2023-06-18,2023-06-18T06:27:48+00:00,2023-06-18T07:55:55+00:00,88.117,30,yes,training
20230622T020156-032926,2023-06-22,2023-06-22T02:01:56+00:00,2023-06-22T03:29:26+00:00,87.5,30,yes,training
20230622T041459-051437,2023-06-22,2023-06-22T04:14:59+00:00,2023-06-22T05:14:37+00:00,59.633,30,no,
20230622T052723-063142,2023-06-22,2023-06-22T05:27:23+00:00,2023-06-22T06:31:42+00:00,64.317,30,no,
20230622T070108-080234,2023-06-22,2023-06-22T07:01:08+00:00,2023-06-22T08:02:34+00:00,61.433,30,yes,training
20230622T081322-091529,2023-06-22,2023-06-22T08:13:22+00:00,2023-06-22T09:15:29+00:00,62.117,30,yes,training
20230622T203026-214310,2023-06-22,2023-06-22T20:30:26+00:00,2023-06-22T21:43:10+00:00,72.733,30,yes,training
20230622T222357-232249,2023-06-22,2023-06-22T22:23:57+00:00,2023-06-22T23:22:49+00:00,58.867,30,yes,training
20230623T000422-011553,2023-06-23,2023-06-23T00:04:22+00:00,2023-06-23T01:15:53+00:00,71.517,30,yes,training
20230623T015736-030920,2023-06-23,2023-06-23T01:57:36+00:00,2023-06-23T03:09:20+00:00,71.733,30,yes,training
20230623T035642-051937,2023-06-23,2023-06-23T03:56:42+00:00,2023-06-23T05:19:37+00:00,82.917,30,yes,training
20230623T095219-112132,2023-06-23,2023-06-23T09:52:19+00:00,2023-06-23T11:21:32+00:00,89.217,30,no,
20230623T170103-182957,2023-06-23,2023-06-23T17:01:03+00:00,2023-06-23T18:29:57+00:00,88.9,30,yes,training
20230623T184812-200528,2023-06-23,2023-06-23T18:48:12+00:00,2023-06-23T20:05:28+00:00,77.267,30,yes,training
20230623T210326-220800,2023-06-23,2023-06-23T21:03:26+00:00,2023-06-23T22:08:00+00:00,64.567,30,yes,training
20230623T222301-232015,2023-06-23,2023-06-23T22:23:01+00:00,2023-06-23T23:20:15+00:00,57.233,30,no,
20230624T012952-024746,2023-06-24,2023-06-24T01:29:52+00:00,2023-06-24T02:47:46+00:00,77.9,30,no,
20230624T034224-044457,2023-06-24,2023-06-24T03:42:24+00:00,2023-06-24T04:44:57+00:00,62.55,30,no,
20230624T045538-055510,2023-06-24,2023-06-24T04:55:38+00:00,2023-06-24T05:55:10+00:00,59.533,30,yes,training
20230624T055709-065826,2023-06-24,2023-06-24T05:57:09+00:00,2023-06-24T06:58:26+00:00,61.283,30,yes,training
20230624T092100-102725,2023-06-24,2023-06-24T09:21:00+00:00,2023-06-24T10:27:25+00:00,66.417,30,yes,training
20230624T102909-112453,2023-06-24,2023-06-24T10:29:09+00:00,2023-06-24T11:24:53+00:00,55.733,30,yes,training
20230624T114152-124324,2023-06-24,2023-06-24T11:41:52+00:00,2023-06-24T12:43:24+00:00,61.533,30,no,
20230624T131552-142323,2023-06-24,2023-06-24T13:15:52+00:00,2023-06-24T14:23:23+00:00,67.517,30,yes,training
20230624T144032-155115,2023-06-24,2023-06-24T14:40:32+00:00,2023-06-24T15:51:15+00:00,70.717,30,yes,training
20230624T164932-180005,2023-06-24,2023-06-24T16:49:32+00:00,2023-06-24T18:00:05+00:00,70.55,30,yes,training
20230703T164356-181310,2023-07-03,2023-07-03T16:43:56+00:00,2023-07-03T18:13:10+00:00,89.233,30,yes,training
20230703T181543-193027,2023-07-03,2023-07-03T18:15:43+00:00,2023-07-03T19:30:27+00:00,74.733,30,no,
20230703T193542-205250,2023-07-03,2023-07-03T19:35:42+00:00,2023-07-03T20:52:50+00:00,77.133,30,yes,training
20230703T210851-222307,2023-07-03,2023-07-03T21:08:51+00:00,2023-07-03T22:23:07+00:00,74.267,30,yes,training
20230703T222815-234459,2023-07-03,2023-07-03T22:28:15+00:00,2023-07-03T23:44:59+00:00,76.733,30,no,
20230704T003418-014845,2023-07-04,2023-07-04T00:34:18+00:00,2023-07-04T01:48:45+00:00,74.45,30,yes,training
20230704T024216-034307,2023-07-04,2023-07-04T02:42:16+00:00,2023-07-04T03:43:07+00:00,60.85,30,yes,training
20230704T034915-044607,2023-07-04,2023-07-04T03:49:15+00:00,2023-07-04T04:46:07+00:00,56.867,30,no,
20230704T045002-054828,2023-07-04,2023-07-04T04:50:02+00:00,2023-07-04T05:48:28+00:00,58.433,30,yes,training
20230704T065828-081120,2023-07-04,2023-07-04T06:58:28+00:00,2023-07-04T08:11:20+00:00,72.867,30,yes,training
20230704T085720-101357,2023-07-04,2023-07-04T08:57:20+00:00,2023-07-04T10:13:57+00:00,76.617,30,yes,training
20230704T144735-154338,2023-07-04,2023-07-04T14:47:35+00:00,2023-07-04T15:43:38+00:00,56.05,30,yes,training
20230704T155259-164944,2023-07-04,2023-07-04T15:52:59+00:00,2023-07-04T16:49:44+00:00,56.75,30,yes,training
20230704T170946-180935,2023-07-04,2023-07-04T17:09:46+00:00,2023-07-04T18:09:35+00:00,59.817,30,yes,training
20230704T181920-191521,2023-07-04,2023-07-04T18:19:20+00:00,2023-07-04T19:15:21+00:00,56.017,30,yes,training
20230704T194236-203827,2023-07-04,2023-07-04T19:42:36+00:00,2023-07-04T20:38:27+00:00,55.85,30,yes,training
20230704T230048-235759,2023-07-04,2023-07-04T23:00:48+00:00,2023-07-04T23:57:59+00:00,57.183,30,no,
20230705T001359-011109,2023-07-05,2023-07-05T00:13:59+00:00,2023-07-05T01:11:09+00:00,57.167,30,no,
20230705T011846-022356,2023-07-05,2023-07-05T01:18:46+00:00,2023-07-05T02:23:56+00:00,65.167,30,yes,training
20230705T063854-080242,2023-07-05,2023-07-05T06:38:54+00:00,2023-07-05T08:02:42+00:00,83.8,30,yes,training
20230705T082522-092505,2023-07-05,2023-07-05T08:25:22+00:00,2023-07-05T09:25:05+00:00,59.717,30,yes,training
20230705T093340-103502,2023-07-05,2023-07-05T09:33:40+00:00,2023-07-05T10:35:02+00:00,61.367,30,yes,training
20230705T103714-113718,2023-07-05,2023-07-05T10:37:14+00:00,2023-07-05T11:37:18+00:00,60.067,30,no,
20230705T114932-124703,2023-07-05,2023-07-05T11:49:32+00:00,2023-07-05T12:47:03+00:00,57.517,30,yes,training
20230705T132713-144036,2023-07-05,2023-07-05T13:27:13+00:00,2023-07-05T14:40:36+00:00,73.383,30,yes,training
20230705T152900-163906,2023-07-05,2023-07-05T15:29:00+00:00,2023-07-05T16:39:06+00:00,70.1,30,yes,training
20230705T172743-182820,2023-07-05,2023-07-05T17:27:43+00:00,2023-07-05T18:28:20+00:00,60.617,30,no,
20230705T184710-201417,2023-07-05,2023-07-05T18:47:10+00:00,2023-07-05T20:14:17+00:00,87.117,30,yes,training
20230707T105200-121839,2023-07-07,2023-07-07T10:52:00+00:00,2023-07-07T12:18:39+00:00,86.65,30,yes,training
20230707T124055-133849,2023-07-07,2023-07-07T12:40:55+00:00,2023-07-07T13:38:49+00:00,57.9,30,yes,training
20230707T134243-143829,2023-07-07,2023-07-07T13:42:43+00:00,2023-07-07T14:38:29+00:00,55.767,30,yes,training
20230707T150926-160540,2023-07-07,2023-07-07T15:09:26+00:00,2023-07-07T16:05:40+00:00,56.233,30,no,
20230707T161642-173116,2023-07-07,2023-07-07T16:16:42+00:00,2023-07-07T17:31:16+00:00,74.567,30,no,
20230708T022849-033216,2023-07-08,2023-07-08T02:28:49+00:00,2023-07-08T03:32:16+00:00,63.45,30,yes,training
20230708T033853-042657,2023-07-08,2023-07-08T03:38:53+00:00,2023-07-08T04:26:57+00:00,48.067,30,no,
20230708T051451-060417,2023-07-08,2023-07-08T05:14:51+00:00,2023-07-08T06:04:17+00:00,49.433,30,no,
20230708T063206-072013,2023-07-08,2023-07-08T06:32:06+00:00,2023-07-08T07:20:13+00:00,48.117,30,yes,training
20230708T074140-082842,2023-07-08,2023-07-08T07:41:40+00:00,2023-07-08T08:28:42+00:00,47.033,30,no,
20230708T101033-105606,2023-07-08,2023-07-08T10:10:33+00:00,2023-07-08T10:56:06+00:00,45.55,30,yes,training
20230708T121516-131022,2023-07-08,2023-07-08T12:15:16+00:00,2023-07-08T13:10:22+00:00,55.1,30,no,
20230709T082400-093520,2023-07-09,2023-07-09T08:24:00+00:00,2023-07-09T09:35:20+00:00,71.333,30,yes,training
20230709T094735-104642,2023-07-09,2023-07-09T09:47:35+00:00,2023-07-09T10:46:42+00:00,59.117,30,yes,training
20230709T111108-121010,2023-07-09,2023-07-09T11:11:08+00:00,2023-07-09T12:10:10+00:00,59.033,30,yes,training
20230709T123424-140342,2023-07-09,2023-07-09T12:34:24+00:00,2023-07-09T14:03:42+00:00,89.3,30,yes,training
20230711T082828-095708,2023-07-11,2023-07-11T08:28:28+00:00,2023-07-11T09:57:08+00:00,88.667,30,yes,training
20230711T101532-110358,2023-07-11,2023-07-11T10:15:32+00:00,2023-07-11T11:03:58+00:00,48.433,30,yes,training
20230711T113505-123453,2023-07-11,2023-07-11T11:35:05+00:00,2023-07-11T12:34:53+00:00,59.8,30,no,
20230711T132039-143855,2023-07-11,2023-07-11T13:20:39+00:00,2023-07-11T14:38:55+00:00,78.267,30,no,
20230711T144604-155235,2023-07-11,2023-07-11T14:46:04+00:00,2023-07-11T15:52:35+00:00,66.517,30,yes,training
20230711T165349-182034,2023-07-11,2023-07-11T16:53:49+00:00,2023-07-11T18:20:34+00:00,86.75,30,yes,training
20230715T022304-034719,2023-07-15,2023-07-15T02:23:04+00:00,2023-07-15T03:47:19+00:00,84.25,30,yes,training
20230715T035501-051048,2023-07-15,2023-07-15T03:55:01+00:00,2023-07-15T05:10:48+00:00,75.783,30,yes,training
20230715T052754-063136,2023-07-15,2023-07-15T05:27:54+00:00,2023-07-15T06:31:36+00:00,63.7,30,yes,training
20230715T064405-074710,2023-07-15,2023-07-15T06:44:05+00:00,2023-07-15T07:47:10+00:00,63.083,30,yes,training
20230715T090009-100510,2023-07-15,2023-07-15T09:00:09+00:00,2023-07-15T10:05:10+00:00,65.017,30,yes,training
20230715T104905-114703,2023-07-15,2023-07-15T10:49:05+00:00,2023-07-15T11:47:03+00:00,57.967,30,yes,training
20230717T163621-174750,2023-07-17,2023-07-17T16:36:21+00:00,2023-07-17T17:47:50+00:00,71.483,30,yes,training
20230717T185026-195036,2023-07-17,2023-07-17T18:50:26+00:00,2023-07-17T19:50:36+00:00,60.167,30,yes,training
20230717T200652-210834,2023-07-17,2023-07-17T20:06:52+00:00,2023-07-17T21:08:34+00:00,61.7,30,no,
20230717T212126-222225,2023-07-17,2023-07-17T21:21:26+00:00,2023-07-17T22:22:25+00:00,60.983,30,no,
20230717T223953-234053,2023-07-17,2023-07-17T22:39:53+00:00,2023-07-17T23:40:53+00:00,61.0,30,yes,training
20230718T000800-010749,2023-07-18,2023-07-18T00:08:00+00:00,2023-07-18T01:07:49+00:00,59.817,30,yes,training
20230718T011424-021923,2023-07-18,2023-07-18T01:14:24+00:00,2023-07-18T02:19:23+00:00,64.983,30,no,
20230718T023459-033750,2023-07-18,2023-07-18T02:34:59+00:00,2023-07-18T03:37:50+00:00,62.85,30,yes,training
20230718T043844-054326,2023-07-18,2023-07-18T04:38:44+00:00,2023-07-18T05:43:26+00:00,64.7,30,yes,training
20230718T064708-074836,2023-07-18,2023-07-18T06:47:08+00:00,2023-07-18T07:48:36+00:00,61.467,30,yes,training
20230718T075059-085149,2023-07-18,2023-07-18T07:50:59+00:00,2023-07-18T08:51:49+00:00,60.833,30,yes,training
20230718T093859-104512,2023-07-18,2023-07-18T09:38:59+00:00,2023-07-18T10:45:12+00:00,66.217,30,yes,training
20230719T002506-012718,2023-07-19,2023-07-19T00:25:06+00:00,2023-07-19T01:27:18+00:00,62.2,30,yes,training
20230719T021700-032056,2023-07-19,2023-07-19T02:17:00+00:00,2023-07-19T03:20:56+00:00,63.933,30,yes,training
20230719T033426-043802,2023-07-19,2023-07-19T03:34:26+00:00,2023-07-19T04:38:02+00:00,63.6,30,yes,training
20230719T052443-062654,2023-07-19,2023-07-19T05:24:43+00:00,2023-07-19T06:26:54+00:00,62.183,30,yes,training
20230721T052809-063838,2023-07-21,2023-07-21T05:28:09+00:00,2023-07-21T06:38:38+00:00,70.483,30,yes,training
20230721T064233-074254,2023-07-21,2023-07-21T06:42:33+00:00,2023-07-21T07:42:54+00:00,60.35,30,yes,training
20230721T080246-090625,2023-07-21,2023-07-21T08:02:46+00:00,2023-07-21T09:06:25+00:00,63.65,30,yes,training
20230721T091057-102214,2023-07-21,2023-07-21T09:10:57+00:00,2023-07-21T10:22:14+00:00,71.283,30,yes,training
20230721T105217-120457,2023-07-21,2023-07-21T10:52:17+00:00,2023-07-21T12:04:57+00:00,72.667,30,no,
20230808T083814-095817,2023-08-08,2023-08-08T08:38:14+00:00,2023-08-08T09:58:17+00:00,80.05,30,yes,training
20230808T105004-120136,2023-08-08,2023-08-08T10:50:04+00:00,2023-08-08T12:01:36+00:00,71.533,30,yes,training
20230808T131519-142742,2023-08-08,2023-08-08T13:15:19+00:00,2023-08-08T14:27:42+00:00,72.383,30,yes,training
20230808T145100-155748,2023-08-08,2023-08-08T14:51:00+00:00,2023-08-08T15:57:48+00:00,66.8,30,yes,training
20230812T043918-055205,2023-08-12,2023-08-12T04:39:18+00:00,2023-08-12T05:52:05+00:00,72.783,30,yes,training
20230812T065908-081445,2023-08-12,2023-08-12T06:59:08+00:00,2023-08-12T08:14:45+00:00,75.617,30,yes,training
20230812T082258-094039,2023-08-12,2023-08-12T08:22:58+00:00,2023-08-12T09:40:39+00:00,77.683,30,yes,training
20230812T105329-120918,2023-08-12,2023-08-12T10:53:29+00:00,2023-08-12T12:09:18+00:00,75.817,30,yes,training
20230812T124634-140320,2023-08-12,2023-08-12T12:46:34+00:00,2023-08-12T14:03:20+00:00,76.767,30,yes,training
20230812T144947-160614,2023-08-12,2023-08-12T14:49:47+00:00,2023-08-12T16:06:14+00:00,76.45,30,yes,training
20230812T161857-173304,2023-08-12,2023-08-12T16:18:57+00:00,2023-08-12T17:33:04+00:00,74.117,30,yes,training
20230812T180252-191740,2023-08-12,2023-08-12T18:02:52+00:00,2023-08-12T19:17:40+00:00,74.8,30,no,
20230812T192309-204005,2023-08-12,2023-08-12T19:23:09+00:00,2023-08-12T20:40:05+00:00,76.933,30,yes,training
20230812T204519-220111,2023-08-12,2023-08-12T20:45:19+00:00,2023-08-12T22:01:11+00:00,75.867,30,yes,training
20230812T224116-235736,2023-08-12,2023-08-12T22:41:16+00:00,2023-08-12T23:57:36+00:00,76.333,30,yes,training
20230813T000025-011505,2023-08-13,2023-08-13T00:00:25+00:00,2023-08-13T01:15:05+00:00,74.667,30,yes,training
20230813T013358-024921,2023-08-13,2023-08-13T01:33:58+00:00,2023-08-13T02:49:21+00:00,75.383,30,yes,training
20230826T195428-212148,2023-08-26,2023-08-26T19:54:28+00:00,2023-08-26T21:21:48+00:00,87.333,30,yes,training
20230826T212401-221637,2023-08-26,2023-08-26T21:24:01+00:00,2023-08-26T22:16:37+00:00,52.6,30,yes,training
20230826T230441-235454,2023-08-26,2023-08-26T23:04:41+00:00,2023-08-26T23:54:54+00:00,50.217,30,yes,training
20230827T003622-012559,2023-08-27,2023-08-27T00:36:22+00:00,2023-08-27T01:25:59+00:00,49.617,30,yes,training
20230827T013600-022658,2023-08-27,2023-08-27T01:36:00+00:00,2023-08-27T02:26:58+00:00,50.967,30,yes,training
20230827T025456-035222,2023-08-27,2023-08-27T02:54:56+00:00,2023-08-27T03:52:22+00:00,57.433,30,no,
20230906T004437-013323,2023-09-06,2023-09-06T00:44:37+00:00,2023-09-06T01:33:23+00:00,48.767,30,yes,training
20230906T030827-035345,2023-09-06,2023-09-06T03:08:27+00:00,2023-09-06T03:53:45+00:00,45.3,30,yes,training
20230906T035600-050500,2023-09-06,2023-09-06T03:56:00+00:00,2023-09-06T05:05:00+00:00,69.0,30,yes,training
20230906T054926-070603,2023-09-06,2023-09-06T05:49:26+00:00,2023-09-06T07:06:03+00:00,76.617,30,no,
20230906T072422-083537,2023-09-06,2023-09-06T07:24:22+00:00,2023-09-06T08:35:37+00:00,71.25,30,yes,training
20230906T085957-100604,2023-09-06,2023-09-06T08:59:57+00:00,2023-09-06T10:06:04+00:00,66.117,30,yes,training
20230906T100825-113705,2023-09-06,2023-09-06T10:08:25+00:00,2023-09-06T11:37:05+00:00,88.667,30,no,
20230920T021336-033243,2023-09-20,2023-09-20T02:13:36+00:00,2023-09-20T03:32:43+00:00,79.117,30,yes,training
20230924T004903-014309,2023-09-24,2023-09-24T00:49:03+00:00,2023-09-24T01:43:09+00:00,54.1,30,no,
20230924T015327-024246,2023-09-24,2023-09-24T01:53:27+00:00,2023-09-24T02:42:46+00:00,49.317,30,yes,training
20230924T034912-043816,2023-09-24,2023-09-24T03:49:12+00:00,2023-09-24T04:38:16+00:00,49.067,30,yes,training
20230924T050758-055533,2023-09-24,2023-09-24T05:07:58+00:00,2023-09-24T05:55:33+00:00,47.583,30,no,
20230924T060027-064809,2023-09-24,2023-09-24T06:00:27+00:00,2023-09-24T06:48:09+00:00,47.7,30,yes,training
20230924T072923-081445,2023-09-24,2023-09-24T07:29:23+00:00,2023-09-24T08:14:45+00:00,45.367,30,yes,training
20230924T101224-110207,2023-09-24,2023-09-24T10:12:24+00:00,2023-09-24T11:02:07+00:00,49.717,30,no,
20230924T110824-121426,2023-09-24,2023-09-24T11:08:24+00:00,2023-09-24T12:14:26+00:00,66.033,30,no,
20230924T153015-164905,2023-09-24,2023-09-24T15:30:15+00:00,2023-09-24T16:49:05+00:00,78.833,30,yes,training
20230924T180402-192131,2023-09-24,2023-09-24T18:04:02+00:00,2023-09-24T19:21:31+00:00,77.483,30,yes,training
20230924T193938-205535,2023-09-24,2023-09-24T19:39:38+00:00,2023-09-24T20:55:35+00:00,75.95,30,yes,training
20230924T214617-230156,2023-09-24,2023-09-24T21:46:17+00:00,2023-09-24T23:01:56+00:00,75.65,30,yes,training
20230925T000520-011246,2023-09-25,2023-09-25T00:05:20+00:00,2023-09-25T01:12:46+00:00,67.433,30,yes,training
20230925T021205-032704,2023-09-25,2023-09-25T02:12:05+00:00,2023-09-25T03:27:04+00:00,74.983,30,yes,training
20230925T033645-044553,2023-09-25,2023-09-25T03:36:45+00:00,2023-09-25T04:45:53+00:00,69.133,30,yes,training
20230925T054521-065952,2023-09-25,2023-09-25T05:45:21+00:00,2023-09-25T06:59:52+00:00,74.517,30,yes,training
20230925T074830-090545,2023-09-25,2023-09-25T07:48:30+00:00,2023-09-25T09:05:45+00:00,77.25,30,yes,training
20230925T091300-102523,2023-09-25,2023-09-25T09:13:00+00:00,2023-09-25T10:25:23+00:00,72.383,30,yes,training
20230925T112632-123438,2023-09-25,2023-09-25T11:26:32+00:00,2023-09-25T12:34:38+00:00,68.1,30,yes,training
20231004T195925-211525,2023-10-04,2023-10-04T19:59:25+00:00,2023-10-04T21:15:25+00:00,76.0,30,yes,training
20231004T212322-223717,2023-10-04,2023-10-04T21:23:22+00:00,2023-10-04T22:37:17+00:00,73.917,30,yes,training
20231004T224507-235935,2023-10-04,2023-10-04T22:45:07+00:00,2023-10-04T23:59:35+00:00,74.467,30,yes,training
20231005T000718-012348,2023-10-05,2023-10-05T00:07:18+00:00,2023-10-05T01:23:48+00:00,76.5,30,yes,training
20231019T000538-013220,2023-10-19,2023-10-19T00:05:38+00:00,2023-10-19T01:32:20+00:00,86.7,30,yes,training
20231019T034612-051235,2023-10-19,2023-10-19T03:46:12+00:00,2023-10-19T05:12:35+00:00,86.383,30,yes,training
20231019T122516-133903,2023-10-19,2023-10-19T12:25:16+00:00,2023-10-19T13:39:03+00:00,73.783,30,yes,training
20231025T223941-234751,2023-10-25,2023-10-25T22:39:41+00:00,2023-10-25T23:47:51+00:00,68.167,30,yes,training
20231026T004055-013529,2023-10-26,2023-10-26T00:40:55+00:00,2023-10-26T01:35:29+00:00,54.567,30,no,
20231026T013926-023414,2023-10-26,2023-10-26T01:39:26+00:00,2023-10-26T02:34:14+00:00,54.8,30,no,
20231026T023822-035744,2023-10-26,2023-10-26T02:38:22+00:00,2023-10-26T03:57:44+00:00,79.367,30,yes,training
20240314T163708-174044,2024-03-14,2024-03-14T16:37:08+00:00,2024-03-14T17:40:44+00:00,63.6,30,yes,training
20240314T174344-182921,2024-03-14,2024-03-14T17:43:44+00:00,2024-03-14T18:29:21+00:00,45.617,30,yes,training
20240314T194240-202752,2024-03-14,2024-03-14T19:42:40+00:00,2024-03-14T20:27:52+00:00,45.2,30,yes,training
20240314T203042-211650,2024-03-14,2024-03-14T20:30:42+00:00,2024-03-14T21:16:50+00:00,46.133,30,yes,training
20240314T212638-221340,2024-03-14,2024-03-14T21:26:38+00:00,2024-03-14T22:13:40+00:00,47.033,30,yes,training
20240314T222650-231435,2024-03-14,2024-03-14T22:26:50+00:00,2024-03-14T23:14:35+00:00,47.75,30,no,
20240315T010024-015404,2024-03-15,2024-03-15T01:00:24+00:00,2024-03-15T01:54:04+00:00,53.667,30,yes,training
20240315T031312-043246,2024-03-15,2024-03-15T03:13:12+00:00,2024-03-15T04:32:46+00:00,79.567,30,yes,training
